MSA_ID,MEASURE_DATE,SURVEY_DATE,PROP_ID,PROP_NAME,PROPERTY_STATUS,YEAR_BUILT,PROPERTY_TOTAL_UNITS,PROPERTY_GRADE_WITHIN_SUBMARKET,PROPERTY_GRADE_WITHIN_MARKET,SUBMARKET_GRADE_WITHIN_MARKET,SUBMARKET,MSA_NAME,ADDRESS,CITY,STATE_ID,ZIP,WEBSITE_ADDRESS,LATITUDE,LONGITUDE,CENSUS_TRACT,CENSUS_BLOCK_GROUP,COUNTY_NAME,FIPS_CODE
41700,5/10/17,5/3/17,54127,san antonio station,rehabilitation,1979,172,b+,b+,a,far northwest,"san antonio-new braunfels, tx",7458 louis pasteur drive,san antonio,tx,78229,http://www.sastation.com/,29.505198,-98.572571,180701,2,bexar county,48029
40140,5/10/17,5/9/17,69689,sunscape apartments,stabilized,1978,172,c,b+,b,rancho cucamonga,"riverside-san bernardino-ontario, ca",8840 19th st,rancho cucamonga,ca,91701,https://www.lewisapartments.com/apartmentcommunities/sunscape?utm_source=googlemybusinesslisting&utm_medium=organic&utm_campaign=sunscape,34.133396,-117.61295,2013,1,san bernardino county,6071
12420,5/10/17,5/16/17,57343,verde,stabilized,1974,190,b,b-,b,southeast,"austin-round rock, tx",2310 wickersham ln,austin,tx,78741,http://www.verde-austin.com/,30.228706,-97.72229,2314,4,travis county,48453
36220,5/10/17,5/12/17,19760,brady station,stabilized,1983,261,b,b,,,"odessa, tx",4401 e 52nd st,odessa,tx,79762,https://bhmanagement.com/communities/tx/odessa/brady-station-apartments-1169/,31.902815,-102.34452,2503,1,ector county,48135
23104,5/10/17,5/4/17,15317,cross creek ranch,rehabilitation,1995,288,b-,b-,b,southwest,"fort worth-arlington, tx",5513 crosscreek ln,benbrook,tx,76109,http://crosscreekranch.smpmgt.com/,32.693184,-97.41346,105405,2,tarrant county,48439
11244,5/10/17,5/3/17,81771,the maddox,stabilized,1969,56,b-,b,a-,huntington beach,"anaheim-santa ana-irvine, ca",7051 maddox dr,huntington beach,ca,92647,,33.72184,-118.0057,99411,2,orange county,6059
41700,5/10/17,5/4/17,12026,avalon,stabilized,1980,208,b-,b-,b,east,"san antonio-new braunfels, tx",3600 eisenhauer rd,san antonio,tx,78218,http://avalonsanantonio.com/,29.494204,-98.426147,120501,2,bexar county,48029
31084,5/10/17,5/25/17,75837,city view,stabilized,1965,88,c,c,c,westlake/downtown/silver lake,"los angeles-long beach-glendale, ca",1207 miramar st,los angeles,ca,90026,http://www.psdm-cityview.com/,34.057869,-118.2575,208000,1,los angeles county,6037
23104,5/10/17,5/12/17,19680,valley oaks,stabilized,1978,322,b-,b,b+,hurst/bedford/euless,"fort worth-arlington, tx",101 e pipeline rd,hurst,tx,76053,http://www.valleyoaksapartments.com/,32.82486,-97.166351,113404,5,tarrant county,48439
36740,5/10/17,5/9/17,50482,glen at cagan crossings ii,stabilized,2015,180,b,b,b-,lake county,"orlando-kissimmee-sanford, fl",16554 cagan crossings blvd,clermont,fl,34714,http://www.cagancrossings.com/theglen.aspx,28.355566,-81.681625,31311,2,lake county,12069
19124,5/10/17,5/19/17,64067,the park at wintergreen apartment homes,stabilized,1983,255,b-,b-,b-,south county,"dallas-plano-irving, tx",320 e wintergreen rd,desoto,tx,75115,http://www.theparkatwintergreen.com/,32.618198,-96.851669,16619,2,dallas county,48113
12420,5/10/17,5/3/17,35687,bell austin southwest,stabilized,2012,272,b+,b+,b,far south,"austin-round rock, tx",3621 w slaughter ln,austin,tx,78749,www.bellaustinsouthwest.com,30.183813,-97.854088,1740,2,travis county,48453
26420,5/10/17,5/5/17,63124,waverly apartments,stabilized,1978,308,c-,c,b,briar forest/ashford,"houston-the woodlands-sugar land, tx",2301 hayes rd,houston,tx,77077,http://www.aricommunities.com/property.asp?propid=15,29.740738,-95.575111,451001,2,harris county,48201
41740,5/10/17,5/17/17,66767,el norte villas apartments,stabilized,1986,235,b,b-,b,escondido/san marcos,,1051 w el norte pkwy,escondido,ca,92026,http://www.liveatelnortevillas.com,33.146049,-117.1066,20309,1,san diego county,6073
36740,5/10/17,5/5/17,69485,polo run apartments,stabilized,1999,268,c,c,b,kissimmee/osceola,"orlando-kissimmee-sanford, fl",2373 n central ave ste 100,kissimmee,fl,34741,http://www.polorun-apartments.com,28.315544,-81.407829,42200,1,osceola county,12097
47380,5/10/17,5/10/17,80739,cameron heights i & ii,would not disclose,2015,50,a+,a+,,,"waco, tx",400 bosque blvd,waco,tx,76707,http://www.cameronheightswaco.com/,31.563141,-97.137833,1300,3,mclennan county,48309
19124,5/10/17,5/15/17,55402,aura one90,stabilized,2016,386,b,b+,a-,richardson,"dallas-plano-irving, tx",680 executive dr,plano,tx,75075,http://auraone90.com/,33.006519,-96.702377,31900,2,collin county,48085
11244,5/10/17,5/1/17,70133,serrano highlands,stabilized,1984,240,b,b+,b+,mission viejo,"anaheim-santa ana-irvine, ca",25421 alta loma,lake forest,ca,92630,http://www.serranohighlandsapts.com,33.657066,-117.68605,52425,1,orange county,6059
48660,5/10/17,5/4/17,12082,waterford glen,stabilized,1972,372,b,b,,,"wichita falls, tx",4201 cedar elm ln,wichita falls,tx,76308,http://www.waterfordglenapartmenthomes.com/,33.868851,-98.516296,11900,2,wichita county,48485
31084,5/10/17,5/2/17,77160,the summit at la crescenta,stabilized,1970,91,b,b+,b,tujunga/la cresenta/montrose,"los angeles-long beach-glendale, ca",3250 fairesta st,la crescenta,ca,91214,http://thesummitatlacrescenta.com/,34.232342,-118.25101,300301,6,los angeles county,6037
26420,5/10/17,5/15/17,62933,southfork lake,under construction/lease up,2017,328,b+,b+,b+,brazoria county,"houston-the woodlands-sugar land, tx",3333 southfork pkwy,manvel,tx,77578,http://www.southforklake.com/,29.54155,-95.388313,660602,1,brazoria county,48039
11244,,5/4/17,3268,vista bella,stabilized,1998,241,b,b+,b+,laguna hills,"anaheim-santa ana-irvine, ca",5000 capobella,aliso viejo,ca,92656,https://www.irvinecompanyapartments.com/locations/orange-county/aliso-viejo/vista-bella.html,33.594913,-117.73387,62634,2,,6059
41700,5/10/17,5/4/17,837,fountainhead,stabilized,1987,688,b-,b-,a,far northwest,"san antonio-new braunfels, tx",4400 horizon hill blvd,san antonio,tx,78229,http://www.liveatalliance.com/fountainhead/index.aspx,29.518166,-98.558929,181004,2,bexar county,48029
41884,5/10/17,5/24/17,66682,bellevue apartments,stabilized,1960,29,c-,c-,b,central san mateo,"san francisco-redwood city-south san francisco, ca",520 e bellevue ave,san mateo,ca,94401,,37.575916,-122.33005,606000,2,san mateo county,6081
45300,5/10/17,5/16/17,19329,post hyde park iv,stabilized,2008,84,a-,a++,a,central tampa,"tampa-st. petersburg-clearwater, fl",502 s fremont ave,tampa,fl,33606,http://www.postproperties.com/community.aspx?community=203100,27.940401,-82.477493,4900,5,hillsborough county,12057
26420,5/10/17,5/23/17,83891,westchase grand,stabilized,1994,556,c,c+,b,briar forest/ashford,"houston-the woodlands-sugar land, tx",10881 richmond ave,houston,tx,77042,http://www.westchasegrand.com/,29.72744,-95.569023,452202,2,harris county,48201
28660,5/10/17,5/17/17,19701,greenbrier park,stabilized,1999,132,b-,b-,,,"killeen-temple, tx",2405 s 13th st,temple,tx,76504,http://www.greenbrier-apts.com/index.aspx,31.074923,-97.356453,21000,4,bell county,48027
45300,5/10/17,5/22/17,56753,arbour ponds,rehabilitation,1981,338,b-,b,a,central tampa,"tampa-st. petersburg-clearwater, fl",2901 n dale mabry hwy,tampa,fl,33607,http://www.arbourpondsapts.com,27.964584,-82.50341,4600,3,hillsborough county,12057
12420,5/10/17,5/12/17,58950,star ranch,stabilized,2009,402,b,b+,b+,williamson county / other,"austin-round rock, tx",605 winterfield dr,hutto,tx,78634,http://www.starranchhutto.com/,30.507622,-97.587936,20804,1,williamson county,48491
26420,5/10/17,5/12/17,30051,park center apts.,stabilized,1989,152,b,b,b,clear lake/nasa,"houston-the woodlands-sugar land, tx",12353 beamer rd,houston,tx,77089,,29.588449,-95.21759,350300,1,harris county,48201
11244,5/10/17,5/5/17,928,regency palms apartments,stabilized,1969,310,b,b,a-,huntington beach,"anaheim-santa ana-irvine, ca",6762 warner ave,huntington beach,ca,92647,http://www.equityapartments.com/orange-county/huntington-beach/regency-palms-apartments,33.715427,-118.01088,99412,1,orange county,6059
26420,5/10/17,5/31/17,84468,sunset crossing,stabilized,1979,328,c,c,b-,alief/kirkwood,"houston-the woodlands-sugar land, tx",10630 beechnut st,houston,tx,77072,,29.69055,-95.568802,453100,1,harris county,48201
26420,5/10/17,5/3/17,9642,the belmont,stabilized,2003,294,a-,a,a-,braeswood/bellaire,"houston-the woodlands-sugar land, tx",3000 bissonnet st,houston,tx,77005,http://www.belmontapartmenthomes.com/,29.726196,-95.424324,411800,1,harris county,48201
31084,5/10/17,5/23/17,22895,1750 vida hollywood,stabilized,1996,102,c,b,a-,hollywood/los feliz,"los angeles-long beach-glendale, ca",1750 wilcox ave,los angeles,ca,90028,http://www.vidahollywoodapartment.com/,34.103165,-118.3306,190201,1,los angeles county,6037
19124,5/10/17,5/2/17,10698,broadway,stabilized,1985,287,c,c,b-,garland,"dallas-plano-irving, tx",5118 broadway blvd,garland,tx,75043,www.broadwayapts.net,32.852848,-96.597862,18118,1,dallas county,48113
31084,5/10/17,5/19/17,12406,the oaks,stabilized,1988,96,b,b+,b+,sherman oaks/studio city/n hollywood,"los angeles-long beach-glendale, ca",330 n screenland dr,burbank,ca,91505,http://anchorpacifica.com/properties/oaks-apartments,34.156677,-118.34241,311600,2,los angeles county,6037
19124,5/10/17,5/18/17,41524,parc at white rock,lease up,2017,291,a-,a,b,north white rock,"dallas-plano-irving, tx",7545 e nw hwy,dallas,tx,75238,http://www.parcwhiterock.com/,32.855831,-96.73217,7809,2,dallas county,48113
36084,5/10/17,5/25/17,85284,lakeview apartments,stabilized,1997,258,b,a,b,fremont/newark/union city,"oakland-hayward-berkeley, ca",4205 mowry ave,fremont,ca,94538,http://www.lakeviewinfremont.com,37.547436,-121.99205,441923,2,alameda county,6001
19124,5/10/17,5/12/17,13267,woodchase apartment homes,stabilized,1981,74,c+,b-,b+,north irving,"dallas-plano-irving, tx",4060 n belt line rd,irving,tx,75038,www.woodchaseapt.com,32.863331,-96.991623,14309,1,dallas county,48113
41740,5/10/17,5/3/17,80283,ocean view terrace,stabilized,1963,97,c+,b-,b,oceanside,"san diego-carlsbad, ca",440 canyon dr,oceanside,ca,92054,none,33.200741,-117.355,18509,4,san diego county,6073
26420,5/10/17,5/4/17,2493,sky hawk,stabilized,1984,224,b+,b+,b,clear lake/nasa,"houston-the woodlands-sugar land, tx",17231 blackhawk blvd,friendswood,tx,77546,http://www.bellapartmentliving.com/tx/houston/sky-hawk/floor-plans-pricing.asp,29.523094,-95.167931,350801,1,harris county,48201
33124,5/10/17,5/31/17,70096,pinebrook apartments,stabilized,1986,309,c,c,b-,kendall lakes/hammond,"miami-miami beach-kendall, fl",15601 sw 137th ave,miami,fl,33177,http://www.pinebrookmiami.net/,25.622641,-80.412949,20200,1,miami-dade county,12086
31084,5/10/17,5/30/17,18960,valley village townhomes,stabilized,1987,192,b,b,b,chatsworth/canoga park,"los angeles-long beach-glendale, ca",21030 gresham st,canoga park,ca,91304,,34.229969,-118.59213,113421,3,los angeles county,6037
36084,5/10/17,5/4/17,20427,ardenwood forest,would not disclose,1987,862,b+,b,b,fremont/newark/union city,"oakland-hayward-berkeley, ca",5016 paseo padre pkwy,fremont,ca,94555,http://www.ardenwoodforest.com/amenities,37.566761,-122.0542,441521,3,alameda county,6001
41940,5/10/17,5/25/17,20710,tan plaza continental,rehabilitation,1967,61,a-,a+,a-,mountain view/los altos,"san jose-sunnyvale-santa clara, ca",580 arastradero rd,palo alto,ca,94306,http://www.prometheusreg.com/san-francisco-properties/tan-plaza-continental,37.408031,-122.12566,510600,3,santa clara county,6085
41740,5/10/17,5/22/17,68120,riviera de ville,stabilized,1966,160,c,b-,b+,clairemont/linda vista mission,"san diego-carlsbad, ca",3235 armstrong st,san diego,ca,92111,http://www.rivieradeville.com/,32.803661,-117.16174,8510,4,san diego county,6073
12420,5/10/17,5/24/17,77882,ranchstone garden homes,stabilized,1984,80,a-,a-,b+,far northwest,"austin-round rock, tx",11634 argonne forest trl,austin,tx,78759,http://www.ranchstonegardenhomes.com/,30.427271,-97.764816,1756,2,travis county,48453
48424,5/10/17,5/23/17,18421,san merano at mirasol,rehabilitation,2003,476,b+,b+,b,north palm beach,"west palm beach-boca raton-delray beach, fl",100 portofino dr,palm beach gardens,fl,33418,http://www.palmbeachgardensflapts.com/palm-beach-gardens-fl-apartments.asp,26.857038,-80.132736,7835,2,palm beach county,12099
41740,5/10/17,5/30/17,11811,costa verde i & ii,stabilized,1998,1253,a-,a,b+,la jolla/university city,"san diego-carlsbad, ca",8720 costa verde blvd,san diego,ca,92122,http://www.gardencommunitiesca.com/apartment-rentals/ca/san-diego/costa-verde-village/home.aspx,32.870102,-117.21733,8341,2,san diego county,6073
26420,5/10/17,,17170,tiffany square,would not disclose,1987,84,b-,b-,b+,briar grove/westchase,"houston-the woodlands-sugar land, tx",3030 greenridge dr,houston,tx,77057,http://www.tiffanysquaregalleria.com/,29.7335,-95.490356,432002,3,harris county,48201
12420,5/10/17,5/30/17,44494,ascent arboretum,would not disclose,2015,330,b+,a-,b+,far northwest,"austin-round rock, tx",10011 stonelake blvd,austin,tx,78759,http://www.ascentarboretum.com/,30.392521,-97.73819,1753,1,travis county,48453
19124,5/10/17,5/5/17,71587,fairway greens,stabilized,1985,80,b+,b-,c+,south white rock/i-30,"dallas-plano-irving, tx",11011 woodmeadow pkwy,dallas,tx,75228,http://www.myfairwaygreens.com,32.848591,-96.644463,12604,2,dallas county,48113
31084,5/10/17,5/26/17,69196,kingswood village apartments,stabilized,1971,232,c-,c,b-,granada hills/northridge/reseda,"los angeles-long beach-glendale, ca",17830 sherman way,reseda,ca,91335,http://www.mmpla.com/property-detail.asp?id=18,34.20031,-118.52198,132300,1,los angeles county,6037
19124,5/10/17,5/18/17,12009,london park,stabilized,1979,226,b,b-,b,far north,"dallas-plano-irving, tx",15889 preston rd,dallas,tx,75248,http://www.pricerealtycorp.com/properties/london-park,32.963009,-96.80574,13621,1,dallas county,48113
26420,5/10/17,5/4/17,55891,applewood village ths,stabilized,1984,92,a,b,c,northborough/cranbrook,"houston-the woodlands-sugar land, tx",15455 ella blvd,houston,tx,77090,http://www.applewoodvillageapts.com,29.991629,-95.432755,550302,2,harris county,48201
